,0,1,2
1888,Haploinsufficiency,haploinsufficiency,9
1889,Haploinsufficiency,Haploinsufficiency,1
1890,Haploinsufficiency,haploinsufficient,1
1891,Haplotypes,haplotypes,2
1892,Haplotypes,haplotype mice,1
1893,Haplotypes,haplotype,2
1894,Harmine,harmine,1
1895,Has property,properties,6
1896,Having administered,administered,1
1897,"HBEGF protein, human",heparin-binding EGF-like growth factor,2
1898,"HBEGF protein, human",heparin-binding EGF,1
1899,HBEGF wt Allele,HB-EGF,2
1900,HCT116 Cells,HCT116,1
1901,"HDAC1 protein, human",HDAC1,1
1902,HDAC2 gene,HDAC2,1
1903,HDAC9 wt Allele,HDAC7,10
1904,Health,health,1
1905,Health problem 1,health problem,1
1906,Heart,heart,19
1907,Heart,Heart,1
1908,Heart,hearts,1
1909,Heart,Hearts,1
1910,Heart- and Neural Crest Derivatives-Expressed Protein 2,dHAND gene,1
1911,Heart cell,heart cells,1
1912,heart development,heart development,1
1913,Heart failure,heart failure,2
1914,heart growth,heart growth,1
1915,heart morphogenesis,cardiac morphogenesis,1
1916,Heart tissue,heart tissue,1
1917,Heart Ventricle,heart ventricle,1
1918,Heat shock proteins,heat-shock protein,1
1919,HEK293 Cells,HEK293 cells,5
1920,HeLa Cells,HeLa cell,1
1921,HeLa Cells,HeLa cells,2
1922,helicase activity,helicase activity,1
1923,Helice,helices,1
1924,Helix-Loop-Helix Motifs,helix-loop-helix,4
1925,Helix-Loop-Helix Motifs,bHLH,3
1926,Helix-Loop-Helix Motifs,helix-loop-helix domains,1
1927,Helix-Loop-Helix Motifs,helix-loop-helix repeats,1
1928,Helix-Loop-Helix Motifs,helix-loop-helix motif,1
1929,Helper-Inducer T-Lymphocyte,T-helper cells,1
1930,Hemangioblasts,angioblasts,2
1931,Hemangioma of liver,hepatic hemangiomas,1
1932,Hematopoiesis,hematopoiesis,2
1933,Hematopoietic Cell Lineage Pathway,hematopoietic lineages,1
1934,Hematopoietic Neoplasms,haematopoietic malignancy,1
1935,Hematopoietic stem cells,neural precursor cells,1
1936,Hematopoietic stem cells,HSCs,11
1937,Hematopoietic stem cells,heart precursor cells,1
1938,Hematopoietic stem cells,haematopoietic stem cells,1
1939,Hematopoietic stem cells,hematopoietic stem cells,1
1940,Hematopoietic System,haematopoietic system,1
1941,Heme,heme,2
1942,heme biosynthetic process,heme biosynthesis,1
1943,heme biosynthetic process,heme synthesis,1
1944,Hemizygosity,Hemizygous deletion,1
1945,Hemizygosity,hemizygous deletion,1
1946,Hemizygosity,hemizygosity,1
1947,Hemoglobin Subunit Beta,beta-globin,1
1948,Hemorrhage,haemorrhage,1
1949,Hemostatic function,hemostasis,2
1950,Hep G2 Cells,HepG2,2
1951,Hep G2 Cells,HepG2 cells,1
1952,Heparan Sulfate Proteoglycans,cell surface heparan sulfate proteoglycan,1
1953,Heparan Sulfate Proteoglycans,heparan sulfate proteoglycans,3
1954,heparin,Heparin,1
1955,heparin,heparin,6
1956,Hepatic methionine adenosyltransferase deficiency,met,1
1957,Hepatic methionine adenosyltransferase deficiency,Met,1
1958,Hepatic methionine adenosyltransferase deficiency,MET,4
1959,Hepatocyte,liver cells,1
1960,Hepatocyte,live cells,1
1961,Hepatocyte Growth Factor,Hepatocyte Growth Factor,1
1962,Hepatocyte Growth Factor,HGF,6
1963,Hepatocyte Growth Factor,Hepatocyte growth factor,1
1964,Hepatocyte Growth Factor,hepatocyte growth factor,1
1965,Hereditary,inherited,3
1966,Hereditary Diseases,genetic disease,1
1967,Hereditary Diseases,genetic condition,1
1968,Hereditary Diseases,genetic disorder,1
1969,Heterochromatin,heterochromatin,6
1970,heterochromatin-specific nonhistone chromosomal protein HP-1,HP1,1
1971,Heterodimerization,heterodimerization,1
1972,Heterogeneity,heterogeneity,2
1973,Heterogeneous-Nuclear Ribonucleoproteins,heterogeneous nuclear ribonucleoprotein,1
1974,Heterotrimeric GTP-Binding Proteins,heterotrimeric,1
1975,Heterozygote,heterozygous,7
1976,Heterozygote,heterozygotes,3
1977,Heterozygote,heterozygous cells,1
1978,Heterozygote,Heterozygous,1
1979,Heterozygote,heterozygous deletion,1
1980,Heterozygote,heterozygote,1
1981,HGFAC wt Allele,hGFAP,1
1982,HIF1A gene,superfamily member,1
1983,High,higher,4
1984,High Mobility Group Proteins,High Mobility Group,1
1985,Highest,highest,1
1986,High-Throughput RNA Sequencing,high-throughput sequencing,1
1987,hindbrain,hindbrain,4
1988,Hinge (physical object),hinge,1
1989,Hippocampus (Brain),hippocampal,5
1990,Hippocampus (Brain),Mouse hippocampal,1
1991,Hippocampus hippocampus,hippocampus,10
1992,HIST1H1C gene,formerly,4
1993,HIST1H4F gene,H4,4
1994,Histidine,histidines,2
1995,Histocompatibility,histocompatibility,2
1996,Histologic,histological,1
1997,Histological Techniques,Histological examination,1
1998,Histology aspects,Histology,1
1999,Histone antigen,histone,22
2000,Histone antigen,Histone,1
2001,Histone Code,histone code,1
2002,Histone Code,histone codes,1
2003,Histone Deacetylase,HDAC,3
2004,Histone Deacetylase,histone deacetylase,1
2005,Histone Deacetylase,histone deacetylases,1
2006,histone deacetylase 3,Hdac3,1
2007,Histone Deacetylase Complexes,deacetylase complex,1
2008,Histone deacetylase inhibitor,histone deacetylase inhibitor,1
2009,Histone H1,histone H1,1
2010,Histone H3,histone H3,2
2011,Histone H3 Lysine 27,H3K27,2
2012,Histone H3 Lysine 4,H3K4,4
2013,Histone H3 Lysine 9,H3K9,1
2014,histone methyltransferase,histone methyltransferase,1
2015,histone methyltransferase,HMT,1
2016,"Histone-Arginine Methyltransferase CARM1, human",Coactivator-associated arginine methyltransferase 1,1
2017,"Histone-Arginine Methyltransferase CARM1, human",CARM1,18
2018,"Histone-Arginine Methyltransferase CARM1, human",coactivator-associated arginine methyltransferase-1,1
2019,Histones,histones,2
2020,Histopathologic Grade differentiation,differentiation,46
2021,Histopathologic Grade differentiation,Differentiation,1
2022,Histopathologic Grade differentiation,Treg differentiation,1
2023,Histopathology,histopathological,1
2024,Histopathology,histopathologic,1
2025,HIVEP2 gene,MIBP1,4
2026,hiv-infection/aids,HIV/AIDS,1
2027,HMBS gene,hydroxymethylbilane synthase,1
2028,HMG Domain,HMG box,1
2029,Homeostasis,homeostasis,5
2030,Homo sapiens,human,122
2031,Homo sapiens,humans,9
2032,Homo sapiens,Human,2
2033,Homo sapiens,Humans,1
2034,homoaconitate hydratase activity,Lys4,4
2035,Homodimerization,homodimerization,1
2036,Homogenate,renal homogenate,1
2037,Homogeneity,homogeneity,1
2038,Homologous Gene,homologous,8
2039,Homologous Gene,homolog,4
2040,Homologous Gene,homologue,2
2041,Homologous Gene,mouse homologue,1
2042,Homologous Gene,homologues,2
2043,Homologous Gene,SCAR homologue,1
2044,Homologous Recombination Pathway,homologous recombination,4
2045,Homology (attribute),homology,18
2046,Homology Modeling,Homology modeling,1
2047,homopolymer,homopolymer,2
2048,Homozygote,homozygous mutant,2
2049,Homozygote,homozygous,12
2050,Homozygote,homozygous lethal,1
2051,Homozygote,Homozygotes,1
2052,Homozygote,Homozygous,1
2053,Homozygote,homozygote,1
2054,Homozygote,Homozygous deletion,1
2055,Homozygote,homozygous mice,1
2056,Hope (emotion),hopes,1
2057,hormonal regulation,hormonal regulation,1
2058,Hormones,hormone,2
2059,Host (organism),host,2
2060,House mice,Mus musculus,1
2061,HP gene,bp,1
2062,HSP90 Heat-Shock Proteins,Hsp90,5
2063,hSWI/SNF,SWI/SNF,2
2064,human cell line,human cell line,1
2065,Human cells,human cells,3
2066,Human Herpesvirus 5,human cytomegalovirus,1
2067,Hybrids,hybrid,1
2068,Hydrocephalus,hydrocephalus,1
2069,Hydrophilicity,hydrophilic,1
2070,Hydrophobicity,hydrophobic,3
2071,Hyperactive behavior,hyperactivity,2
2072,Hyperglycemia,hyperglycemia,1
2073,hypersensitivity desensitization,desensitization,3
2074,Hypertensive disease,hypertension,2
2075,Hypertrophy,hypertrophy,2
2076,hyphal growth,hyphal growth,1
2077,Hypofibrinogenemia,hypofibrinogenemic,1
2078,Hypomethylation,hypomethylation,1
2079,Hypothesis,hypothesis,2
2080,Hypoxia,hypoxia,1
2081,Ideal,ideal,1
2082,Identical,identical,6
2083,Identified,identified,24
2084,Identified,identification,21
2085,Identified,Identification,1
2086,IFITM3 gene,IFITM3,1
2087,IFNGR2 wt Allele,AF-1,2
2088,IGA Glomerulonephritis,immunoglobulin A nephropathy,1
2089,IgE B cell receptor complex,membrane-bound,1
2090,IGF2 gene,IGF2,1
2091,IGFN1 gene,Igfn1,2
2092,IGFN1 gene,IGFN1,3
2093,IGK gene,kappa immunoglobulin gene,1
2094,IL23A wt Allele,P19,1
2095,IL4I1 gene,Fig1,1
2096,Illness (finding),mental illnesses,1
2097,Imbrication (procedure),overlapped,1
2098,imidazole-4-acetic acid,IMAC,3
2099,Immature,immature,6
2100,Immortalization,immortalized,4
2101,Immune response,immune response,1
2102,Immune System Finding,immune system,1
2103,Immune Tolerance,immunological tolerance,1
2104,"Immunity, Innate",innate immune response,2
2105,Immunoblotting,Immunoblotting,1
2106,Immunofluorescence assay,Immunofluorescence,1
2107,Immunofluorescence assay,immunofluorescence,3
2108,Immunofluorescence Microscopy,Immunofluorescence microscopy,1
2109,Immunoglobulin C2-set Domain,C2-type immunoglobulin-like domains,1
2110,"Immunoglobulin complex location, circulating",antibody,4
2111,Immunoglobulin Domains,immunoglobulin-like loop domains,1
2112,Immunoglobulin Domains,Immunoglobulin-like,1
2113,Immunoglobulin E measurement,IgE,3
2114,Immunoglobulin G Subclass 1 Measurement,IgG1,2
2115,Immunoglobulin Isotypes,Immunoglobulin isotype analysis,1
2116,Immunoglobulin-like Domain,immunoglobulin-like domains,2
2117,Immunoglobulin-like Domain,Ig-like domains,1
2118,Immunoglobulin-like Domain,immunoglobulin-like domain,1
2119,Immunoglobulin-like Domain,Ig-like domain,3
2120,Immunoglobulins,immunoglobulin,1
2121,Immunoglobulins,immunoglobulin locus,1
2122,Immunoglobulins,Dual immunoglobulin,1
2123,Immunohistochemistry,Immunohistochemistry,3
2124,Immunohistochemistry,immunohistochemistry,3
2125,immunologic,immunological,1
2126,Immunoprecipitation,immunoprecipitated,4
2127,Immunoprecipitation,immunoprecipitation,3
2128,Immunoprecipitation,immunoprecipitants,3
2129,Immunoprecipitation,coimmunoprecipitation,2
2130,Immunoprecipitation,immunoprecipitations,1
2131,Immunoprecipitation,immunoprecipitation method,1
2132,Immunoprecipitation,Coimmunoprecipitation,1
2133,immunoreactivity,immunoreactivity,4
2134,Impact food supplement,impact,1
2135,Impacted tooth,impacted,1
2136,Impaired,impaired,18
2137,Impaired,Impaired,2
2138,Impaired cognition,cognitive deficit,1
2139,Impaired health,impairment,5
2140,Impaired health,impairments,1
2141,Impaired thrombin-induced platelet aggregation,thrombin-induced platelet aggregation,1
2142,Implantation procedure,implantation,1
2143,Import into cell,uptake,5
2144,Imprinting (Psychology),imprinted,1
2145,In situ,In situ,8
2146,In situ,in situ,4
2147,In Situ Hybridization,in situ hybridization,9
2148,in vitro,in vitro,59
2149,in vitro,In vitro,6
2150,in vivo,in vivo,73
2151,in vivo,In vivo,7
2152,inactivation,Inactivation,1
2153,inactivation,inactivation,5
2154,Inactive Healthcare Coverage,inactive,1
2155,Inappropriate Specimen,inappropriate,1
2156,Incidence,incidence,2
2157,Inclusion,inclusion,1
2158,Incompetence,incompetence,1
2159,incorporation,incorporation,1
2160,Increase,increase,19
2161,Increased,increased,71
2162,Increased,increases,13
2163,Increased,augmented,2
2164,Increased,Increased,1
2165,Increasing,increasing,3
2166,Increment,incremental,1
2167,Independently able,independent,1
2168,Indication,indication,1
2169,Indication of (contextual qualifier),reasons,1
2170,Individual - insurance coverage level,individual,6
2171,Individual - insurance coverage level,individuals,3
2172,Induce (action),induce,8
2173,Induce (action),induction,12
2174,Induce (action),Induced,1
2175,Induce (action),induced,32
2176,Induce (action),Induction,1
2177,Induce (action),inducible,1
2178,Inducer,inducer,1
2179,Industrial machine,machinery,1
2180,Inefficient,inefficient,1
2181,"Infant, Newborn",newborn mice,1
2182,Infection,infection,5
2183,Infertility,sterile,1
2184,Infertility,infertility,4
2185,Infertility,infertility genes,1
2186,Infertility,infertile men,1
2187,Inflammation,inflammation,4
2188,Inflammatory cell,inflammatory cells,1
2189,Influence,influences,4
2190,Influence,influence,5
2191,Influence,influenced,1
2192,Information,information,8
2193,inhibited,inhibited,19
2194,Inhibition,inhibiting,3
2195,Inhibition,inhibitory,1
2196,inhibition of growth,growth inhibition,1
2197,Inhibitor,inhibitor,10
2198,inhibitors,inhibitors,4
2199,Initiate (source type),initiate,1
2200,Injection,injection,1
2201,Injection Route of Drug Administration,injections,1
2202,Inner cell mass,inner cell mass,3
2203,Inner cell mass,ICM,4
2204,Inner Plexiform Layer,inner plexiform layer,1
2205,Inner Plexiform Layer,IPL,2
2206,Insert (object),insertion,7
2207,Insulation Device Component,insulation,1
2208,Insulitis,insulitis,4
2209,Intact,integrity,2
2210,Intact,intact,7
2211,Intact,gene integrity,1
2212,Integral,integral,1
2213,Integral Membrane Proteins,transmembrane proteins,3
2214,Integral Membrane Proteins,integral membrane proteins,2
2215,Integral Membrane Proteins,single transmembrane protein,1
2216,Integration (data processing),integration,1
2217,Integrin alphaVbeta3,alphavbeta3,4
2218,Integrin alphaVbeta3,alphaVbeta3,1
2219,Integrin alphaVbeta3,integrin alphaVbeta3 pathway,1
2220,integrin alphaVbeta5,alphavbeta5,1
2221,Integrin beta Chains,integrin beta subunits,1
2222,Integrin beta3,beta3 integrins,4
2223,Integrin beta3,beta3 integrin,1
2224,Integrin beta3,integrin beta3,1
2225,integrin ligand,integrin ligand,1
2226,Integrins,integrin,15
2227,Integrins,integrins,7
2228,Integrins,Integrins,1
2229,Integrins,integrin action,1
2230,Intellectual Disability,intellectual disability,4
2231,Intellectual Disability,ID,1
2232,Intercellular Junctions,cell junction,1
2233,Intercellular Junctions,cell-cell junctions,1
2234,intercellular transport,intercellular transport,1
2235,Interested,interested,1
2236,Interested,interesting,1
2237,Interferes with,interfering,1
2238,Interferes with,RNAi,6
2239,Interferon Gamma Receptor Complex,IFN-gamma receptor,1
2240,Interferon Type II,IFN-gamma,15
2241,Interferon Type II,Interferon-gamma,2
2242,Interferon Type II,interferon-gamma,2
2243,Interferon Type II,Interferon gamma,1
2244,Interferon-alpha,interferon-alpha,1
2245,Interleukin-17,interleukin-17,1
2246,Interleukin-17A,interleukin-17A,1
2247,Intermediate Mitosis-Karyorrhexis Index,intermediate,2
2248,Internal,intrinsic,1
2249,Internal,inner,1
2250,Internal Ribosome Entry Sites,internal ribosome entry site,1
2251,Internal Ribosome Entry Sites,IRES,1
2252,internalization,internalization,4
2253,Interneurons,interneurons,1
2254,Interphase Cell,resting,1
2255,Interprets,interpreting,2
2256,Interventional procedure,intervention,3
2257,Intervertebral disc structure,intervertebral discs,1
2258,Intestine - Small Intestine (MMHCC),mouse small intestine,1
2259,Intestines,intestinal,2
2260,Intestines,intestine,1
2261,"Intestines, Small",small intestine,1
2262,intracellular protein transport,protein localizations,1
2263,intracellular protein transport,subcellular targeting,1
2264,intracellular protein transport,protein localization,1
2265,intraciliary transport,intraflagellar transport,1
2266,Intra-embryonic mesoderm,extraembryonic mesoderm,1
2267,Intraocular pressure disorder,IOP,2
2268,Intravenous Route of Drug Administration,intravenous,1
2269,Introduces,introduces,1
2270,Introns,introns,2
2271,Introns,intron,2
2272,Introns,intronic,1
2273,Invasive Carcinoma,invasive carcinomas,1
2274,Invasiveness,invasiveness,2
2275,Inversion,inversion,1
2276,Investigates,investigate,14
2277,Investigates,investigated,8
2278,Investigates,investigating,1
2279,Investigational,experimentally,1
2280,Involvement with,involvement,5
2281,inward rectifier potassium channel,Classical inwardly rectifying K+ channels,1
2282,Ion Channel,channels,3
2283,Ion Channel,ion channels,2
2284,IQGAP1 gene,IQGAP1,3
2285,IRF6 wt Allele,LPS,1
2286,Iron accumulation in brain,iron accumulation,1
2287,iron metabolism,iron metabolism,2
2288,"Iron stain method, blood or bone marrow",iron staining,1
2289,iron-sulfur cluster binding,iron-sulfur clusters,1
2290,iron-sulfur cluster binding,iron-sulfur cluster,3
2291,Irregular,irregular,1
2292,Islands,islands,1
2293,Isoenzymes,beta isozyme,1
2294,Isolate - microorganism,isolate,4
2295,Isolate - microorganism,isolates,1
2296,Isolated,isolated,35
2297,Isolated limb perfusion,Hind limb perfusion,1
2298,Isoproterenol,isoproterenol,1
2299,ITGA8 gene,Itga8,1
2300,ITGB3 gene,ITGB3 gene,1
2301,"ITGB3 protein, human",Itgb3,1
2302,ITGB7 gene,Itgb7,1
2303,JUN gene,AP1,1
2304,junctophilin,Junctophilin-2,1
2305,junctophilin,JP2,3
2306,JUND gene,AP-1,4
2307,juxtamembrane,JM,1
2308,juxtaparanode region of axon,juxtaparanodes,3
2309,juxtaparanode region of axon,juxtaparanodal,1
2310,KAT2B gene,p300/CBP-associated factor,1
2311,KCNA2 gene,Kv1.2,3
2312,KCNJ4 gene,Kir2.3,7
2313,KDR gene,Vascular Endothelial Growth Factor receptor 2,1
2314,KEAP1 gene,Keap1,29
2315,KEAP1 gene,Keap1 react,1
2316,KEAP1 gene,keap1,1
2317,KELL NULL,KO,5
2318,Ketamine,NMDA,2
2319,KIAA0319 gene,neuronal migration,33
2320,Kidney,kidney,9
2321,Kidney,renal,1
2322,Kidney Neoplasm,renal tumors,1
2323,Killer-Cell Immunoglobulin-Like Receptor,inhibitory receptors,1
2324,kinase activity,kinase activity,6
2325,kinase inhibitor,MAP kinase inhibitor,1
2326,kinase inhibitor,kinase inhibitors,1
2327,Kind of quantity - Shape,shape,1
2328,Kinesin,kinesin,1
2329,Kinetics,kinetic,1
2330,Kinetics (discipline),kinetics,4
2331,Kinetochores,kinetochores,3
2332,KITLG gene,SCF,1
2333,KL wt Allele,Klotho,6
2334,"KLB protein, human",betaKlotho,4
2335,"KLB protein, human",BetaKlotho,1
2336,KMT2A gene,MLL1,5
2337,Knock-in,knock-in,1
2338,Knock-in,KI,1
2339,Knock-out,knockout,3
2340,KNOWLEDGE (recall and interpretation ability),knowledge,1
2341,KNTC1 gene,rod,1
2342,Kringles,kringle domains,1
2343,KY gene,KY,7
2344,Labeled (qualifier),tagged,2
2345,Labeling Activity,Labeling,1
2346,Labels (device),labels,1
2347,Laboratory,laboratories,1
2348,Lacking,lacks,2
2349,Lacking,lack,1
2350,LacZ Genes,lacZ,4
2351,LacZ Genes,lacZ gene,2
2352,Landscapes,landscape,2
2353,LAT2 gene,lab,1
2354,late pregnancy,late pregnancy,1
2355,Latent,latent,1
2356,"LDLR protein, human",VLDLR,3
2357,"LDLR protein, human",low-density lipoprotein receptor,1
2358,Lead compound,lead compound,1
2359,Learning,learning,10
2360,Learning,Learning,1
2361,Length,lengths,1
2362,Length,length,3
2363,Leptomeninges,leptomeninges,1
2364,Lesion,lesions,1
2365,Lethal,lethal,5
2366,Leucine,leucine,3
2367,Leucine-Rich Repeat,Leucine-rich repeat,1
2368,Leucine-Rich Repeat,leucine-rich repeat,1
2369,leukemia,leukaemia,2
2370,"Leukemia, Myelocytic, Acute",acute myeloid leukaemia,1
2371,"Leukemia, Myelocytic, Acute",AML,4
2372,leukocyte homeostasis,immune homeostasis,1
2373,Leukotriene D4 Measurement,leukotriene D4,2
2374,Leukotriene D4 Measurement,LTD4,5
2375,Levels (qualifier value),levels,52
2376,Levels (qualifier value),level,19
2377,Levels (qualifier value),Levels,1
2378,LGALS4 gene,Gal4,1
2379,Libraries,libraries,2
2380,Libraries,library,2
2381,life span,life span,1
2382,Ligand Binding,ligand binding,5
2383,Ligand Binding,binding ligand,1
2384,Ligand Binding Domain,ligand binding domain,1
2385,Ligand Binding Domain,LBD,3
