text,Canonical Name,Concept ID,TUI(s),Score,start,end
mouse embryo,Embryo,C0013935,T018,0.861746,16240,16242
mouse embryos,Embryo,C0013935,T018,0.862834,16277,16279
embryos,Embryo,C0013935,T018,1,16292,16293
Mouse embryos,Embryo,C0013935,T018,0.862834,16490,16492
mouse embryos,Embryo,C0013935,T018,0.862834,16559,16561
embryos,Embryo,C0013935,T018,1,16597,16598
mouse embryos,Embryo,C0013935,T018,0.862834,16636,16638
embryonic,Embryo,C0013935,T018,1,17576,17577
embryos,Embryo,C0013935,T018,1,20147,20148
embryo,Embryo,C0013935,T018,1,20222,20223
embryo,Embryo,C0013935,T018,1,20289,20290
Embryos,Embryo,C0013935,T018,1,24203,24204
embryonic,Embryo,C0013935,T018,1,27788,27789
embryos,Embryo,C0013935,T018,1,29081,29082
embryos,Embryo,C0013935,T018,1,29170,29171
embryos,Embryo,C0013935,T018,1,29178,29179
embryonic day,Embryo,C0013935,T018,0.863879,29477,29479
embryonic day,Embryo,C0013935,T018,0.863879,34057,34059
embryos,Embryo,C0013935,T018,1,34075,34076
embryos,Embryo,C0013935,T018,1,35188,35189
embryos,Embryo,C0013935,T018,1,35866,35867
embryonic day,Embryo,C0013935,T018,0.863879,35882,35884
embryos,Embryo,C0013935,T018,1,36098,36099
embryonic,Embryo,C0013935,T018,1,36452,36453
E,Embryo,C0013935,T018,0.863879,40927,40928
mouse embryos,Embryo,C0013935,T018,0.862834,44306,44308
embryonic,Embryo,C0013935,T018,1,51930,51931
embryonic,Embryo,C0013935,T018,1,52048,52049
embryonic,Embryo,C0013935,T018,1,53203,53204
embryonic,Embryo,C0013935,T018,1,54068,54069
embryos,Embryo,C0013935,T018,1,58311,58312
embryonic,Embryo,C0013935,T018,1,60112,60113
mouse embryos,Embryo,C0013935,T018,0.862834,61537,61539
embryo,Embryo,C0013935,T018,1,61966,61967
mouse embryo,Embryo,C0013935,T018,0.861746,62031,62033
embryos,Embryo,C0013935,T018,1,63537,63538
embryonic day,Embryo,C0013935,T018,0.863879,63553,63555
mouse embryos,Embryo,C0013935,T018,0.862834,66140,66142
embryos,Embryo,C0013935,T018,1,66159,66160
embryonic,Embryo,C0013935,T018,1,66169,66170
embryonal carcinoma cell line,EMBRYONAL CELL CARCINOMA,C3463918,T191,0.952309,12337,12341
embryonic brain,Embryonic brain,C4243022,T018,1,58166,58168
embryonic cell,Embryonic Cell,C1947950,T018,1,5486,5488
embryogenesis,Embryonic Development,C0013936,T042,1,5324,5325
embryonic development,Embryonic Development,C0013936,T042,1,5452,5454
embryonic development,Embryonic Development,C0013936,T042,1,6167,6169
murine embryogenesis,Embryonic Development,C0013936,T042,0.87077,9960,9962
embryogenesis,Embryonic Development,C0013936,T042,1,11403,11404
embryogenesis,Embryonic Development,C0013936,T042,1,12691,12692
embryogenesis,Embryonic Development,C0013936,T042,1,21441,21442
mouse embryogenesis,Embryonic Development,C0013936,T042,0.897285,34036,34038
embryogenesis,Embryonic Development,C0013936,T042,1,36005,36006
embryonic development,Embryonic Development,C0013936,T042,1,36077,36079
embryonic development,Embryonic Development,C0013936,T042,1,36094,36096
embryonic development,Embryonic Development,C0013936,T042,1,36172,36174
embryonic development,Embryonic Development,C0013936,T042,1,37127,37129
embryogenesis,Embryonic Development,C0013936,T042,1,40764,40765
mouse embryogenesis,Embryonic Development,C0013936,T042,0.897285,42465,42467
embryonic development,Embryonic Development,C0013936,T042,1,44200,44202
embryogenesis,Embryonic Development,C0013936,T042,1,44270,44271
embryogenesis,Embryonic Development,C0013936,T042,1,48609,48610
embryonic development,Embryonic Development,C0013936,T042,1,53270,53272
embryogenesis,Embryonic Development,C0013936,T042,1,63532,63533
embryogenesis,Embryonic Development,C0013936,T042,1,63606,63607
embryonic development,Embryonic Development,C0013936,T042,1,64804,64806
embryonic development,Embryonic Development,C0013936,T042,1,70352,70354
Embryonic mouse heart,Embryonic heart,C1516821,T018,0.900822,4705,4708
embryonic heart,Embryonic heart,C1516821,T018,1,4780,4782
embryonic heart,Embryonic heart,C1516821,T018,1,4817,4819
embryonic heart,Embryonic heart,C1516821,T018,1,17545,17547
embryonic hearts,Embryonic heart,C1516821,T018,0.873695,17730,17732
embryonic lethal,Embryonic Lethal Mutation,C1516823,T049,0.871971,29851,29853
embryonic lethal,Embryonic Lethal Mutation,C1516823,T049,0.871971,37653,37655
embryonic lethal,Embryonic Lethal Mutation,C1516823,T049,0.871971,68883,68885
embryonic nervous system,Embryonic Nervous System,C1516825,T018,1,12418,12421
ES,Embryonic Stem Cells,C0596508,T025,0.908622,30,31
embryonic stem,Embryonic Stem Cells,C0596508,T025,0.908622,5044,5046
ES,Embryonic Stem Cells,C0596508,T025,0.908622,5047,5048
embryonic stem cells,Embryonic Stem Cells,C0596508,T025,1,12593,12596
embryonic stem,Embryonic Stem Cells,C0596508,T025,0.908622,14231,14233
ES,Embryonic Stem Cells,C0596508,T025,0.908622,14234,14235
embryonic stem cells,Embryonic Stem Cells,C0596508,T025,1,49444,49447
embryonic stem cells,Embryonic Stem Cells,C0596508,T025,1,51109,51112
embryonic stem cells,Embryonic Stem Cells,C0596508,T025,1,56676,56679
ESCs,Embryonic Stem Cells,C0596508,T025,1,56680,56681
ESCs,Embryonic Stem Cells,C0596508,T025,1,56750,56751
embryonic stem cells,Embryonic Stem Cells,C0596508,T025,1,63433,63436
embryonic tissues,Embryonic tissue,C0920502,T018,0.906773,6562,6564
Aspergillus nidulans,Emericella nidulans allergenic extract,C2937409,"T121,T129",1,18655,18657
Aspergillus nidulans,Emericella nidulans allergenic extract,C2937409,"T121,T129",1,19095,19097
dependency,emotional dependency,C0011546,T041,1,48977,48978
encephalomyocarditis,Encephalomyocarditis virus,C0014080,T005,0.915557,30256,30257
encode,Encode (action),C2700640,T052,1,1445,1446
encoded,Encode (action),C2700640,T052,1,2595,2596
encode,Encode (action),C2700640,T052,1,7120,7121
encode,Encode (action),C2700640,T052,1,8017,8018
encode,Encode (action),C2700640,T052,1,9175,9176
encoding,Encode (action),C2700640,T052,1,29805,29806
encode,Encode (action),C2700640,T052,1,35820,35821
encoding,Encode (action),C2700640,T052,1,55352,55353
gene encoding,Encode (action),C2700640,T052,0.869875,58241,58243
puberty,Encounter due to puberty,C0677548,T033,1,15676,15677
transients,Encounter due to vagabond status,C0687129,T033,1,59038,59039
ends,End,C0444930,T082,1,23265,23266
ends,End,C0444930,T082,1,39686,39687
endocardium,Endocardium Specimen Code,C1546617,T170,1,729,730
EC,Endocervical Route of Drug Administration,C1524042,T169,1,27359,27360
endocrine cells,Endocrine Cells,C0229525,T025,1,1951,1953
endocytosis,Endocytosis,C0014139,T043,1,31120,31121
endocytosis,Endocytosis,C0014139,T043,1,34495,34496
endocytosis,Endocytosis,C0014139,T043,1,46345,46346
endocytosis,Endocytosis,C0014139,T043,1,49767,49768
endocytosis,Endocytosis,C0014139,T043,1,65675,65676
Endonuclease III,endodeoxyribonuclease III activity,C1148689,T045,1,12034,12036
endoderm,Endoderm,C0014144,T018,1,13333,13334
endoderm,Endoderm,C0014144,T018,1,13459,13460
endoderm,Endoderm,C0014144,T018,1,45334,45335
endoderm,Endoderm,C0014144,T018,1,46184,46185
endogenous,Endogenous,C0205227,T169,1,1385,1386
endogenous,Endogenous,C0205227,T169,1,17786,17787
endogenous,Endogenous,C0205227,T169,1,17791,17792
endogenous,Endogenous,C0205227,T169,1,17797,17798
endogenous,Endogenous,C0205227,T169,1,21423,21424
endogenous,Endogenous,C0205227,T169,1,22947,22948
endogenous,Endogenous,C0205227,T169,1,23576,23577
endogenous,Endogenous,C0205227,T169,1,25836,25837
endogenous,Endogenous,C0205227,T169,1,30443,30444
endogenous,Endogenous,C0205227,T169,1,32568,32569
endogenous,Endogenous,C0205227,T169,1,36282,36283
endogenous,Endogenous,C0205227,T169,1,37248,37249
Endogenous,Endogenous,C0205227,T169,1,37529,37530
endogenous,Endogenous,C0205227,T169,1,37551,37552
endogenous,Endogenous,C0205227,T169,1,43163,43164
endogenous,Endogenous,C0205227,T169,1,43528,43529
endogenous,Endogenous,C0205227,T169,1,43573,43574
endogenous,Endogenous,C0205227,T169,1,47572,47573
endogenous,Endogenous,C0205227,T169,1,51506,51507
endogenous,Endogenous,C0205227,T169,1,54319,54320
endogenous,Endogenous,C0205227,T169,1,54582,54583
Endogenous,Endogenous,C0205227,T169,1,57597,57598
endogenous,Endogenous,C0205227,T169,1,57628,57629
endogenous,Endogenous,C0205227,T169,1,61378,61379
endogenous,Endogenous,C0205227,T169,1,65755,65756
proteinase K,Endopeptidase K,C0059256,"T116,T126",1,14921,14923
endoplasmic reticulum,Endoplasmic Reticulum,C0014239,T026,1,59132,59134
endosomes,Endosomes,C0034850,T026,1,24496,24497
endothelial cell migration,endothelial cell migration,C1624612,T043,1,15975,15978
endothelial cell migration,endothelial cell migration,C1624612,T043,1,53086,53089
endothelial cell proliferation,endothelial cell proliferation,C1655807,T043,1,49829,49832
endothelial cell proliferation,endothelial cell proliferation,C1655807,T043,1,53007,53010
endothelial cells,Endothelial Cells,C0225336,T025,1,794,796
endothelial cells,Endothelial Cells,C0225336,T025,1,1452,1454
endothelial cells,Endothelial Cells,C0225336,T025,1,3465,3467
endothelial cells,Endothelial Cells,C0225336,T025,1,4930,4932
endothelial cells,Endothelial Cells,C0225336,T025,1,4969,4971
endothelial cells,Endothelial Cells,C0225336,T025,1,5128,5130
endothelial cells,Endothelial Cells,C0225336,T025,1,5202,5204
endothelial cells,Endothelial Cells,C0225336,T025,1,5625,5627
endothelial cells,Endothelial Cells,C0225336,T025,1,5659,5661
endothelial cells,Endothelial Cells,C0225336,T025,1,5735,5737
endothelial cells,Endothelial Cells,C0225336,T025,1,6432,6434
endothelial cells,Endothelial Cells,C0225336,T025,1,12643,12645
endothelial cells,Endothelial Cells,C0225336,T025,1,12673,12675
Endothelial cells,Endothelial Cells,C0225336,T025,1,12715,12717
endothelial cells,Endothelial Cells,C0225336,T025,1,16049,16051
ECs,Endothelial Cells,C0225336,T025,1,16052,16053
endothelial cells,Endothelial Cells,C0225336,T025,1,16092,16094
ECs,Endothelial Cells,C0225336,T025,1,16176,16177
endothelial cell,Endothelial Cells,C0225336,T025,1,20281,20283
endothelial cells,Endothelial Cells,C0225336,T025,1,20969,20971
endothelial cell,Endothelial Cells,C0225336,T025,1,21018,21020
endothelial cells,Endothelial Cells,C0225336,T025,1,24657,24659
endothelial cells,Endothelial Cells,C0225336,T025,1,26669,26671
endothelial cells,Endothelial Cells,C0225336,T025,1,26692,26694
endothelial cells,Endothelial Cells,C0225336,T025,1,26725,26727
endothelial cell lines,Endothelial Cells,C0225336,T025,0.889958,33021,33024
endothelial cells,Endothelial Cells,C0225336,T025,1,33217,33219
endothelial cells,Endothelial Cells,C0225336,T025,1,49116,49118
endothelial cell,Endothelial Cells,C0225336,T025,1,49790,49792
endothelial cells,Endothelial Cells,C0225336,T025,1,52996,52998
endothelial cells,Endothelial Cells,C0225336,T025,1,53034,53036
endothelium,Endothelium,C0014257,T024,1,5080,5081
endothelial,Endothelium,C0014257,T024,1,53023,53024
energy homeostasis,energy homeostasis,C3157043,T038,1,25914,25916
energy expenditure,Energy Metabolism,C0014272,T039,1,25939,25941
energy metabolism,Energy Metabolism,C0014272,T039,1,26008,26010
energy metabolism,Energy Metabolism,C0014272,T039,1,54257,54259
enhanced,Enhance (action),C2349975,T052,1,10420,10421
enhance,Enhance (action),C2349975,T052,1,14115,14116
enhanced,Enhance (action),C2349975,T052,1,15089,15090
enhances,Enhance (action),C2349975,T052,0.86958,17871,17872
enhanced,Enhance (action),C2349975,T052,1,29924,29925
enhanced,Enhance (action),C2349975,T052,1,37493,37494
enhanced,Enhance (action),C2349975,T052,1,37988,37989
enhances,Enhance (action),C2349975,T052,0.86958,39649,39650
enhanced,Enhance (action),C2349975,T052,1,48477,48478
enhances,Enhance (action),C2349975,T052,0.86958,52092,52093
enhance,Enhance (action),C2349975,T052,1,52118,52119
Enhanced,Enhance (action),C2349975,T052,1,53342,53343
enhanced,Enhance (action),C2349975,T052,1,55334,55335
enhanced,Enhance (action),C2349975,T052,1,55545,55546
enhanced,Enhance (action),C2349975,T052,1,58873,58874
enhances,Enhance (action),C2349975,T052,0.86958,61606,61607
enhances,Enhance (action),C2349975,T052,0.86958,63012,63013
enhances,Enhance (action),C2349975,T052,0.86958,64030,64031
enhanced,Enhance (action),C2349975,T052,1,66284,66285
enhanced,Enhance (action),C2349975,T052,1,67261,67262
enhances,Enhance (action),C2349975,T052,0.86958,70786,70787
enhancer,Enhancer brand,C1705733,T121,1,10149,10150
enhancers,Enhancer of transcription,C0086222,T114,0.862227,42728,42729
enrich,enrich,C0359583,T168,1,62528,62529
entity,Entity,C1551338,T071,1,64481,64482
specific,Entity Determiner - specific,C1552740,T170,1,12110,12111
specific,Entity Determiner - specific,C1552740,T170,1,28509,28510
family,Entity Name Part Type - family,C1546847,T078,1,1023,1024
family,Entity Name Part Type - family,C1546847,T078,1,1836,1837
family,Entity Name Part Type - family,C1546847,T078,1,2948,2949
family,Entity Name Part Type - family,C1546847,T078,1,3573,3574
family,Entity Name Part Type - family,C1546847,T078,1,7791,7792
family,Entity Name Part Type - family,C1546847,T078,1,8439,8440
family,Entity Name Part Type - family,C1546847,T078,1,8848,8849
family,Entity Name Part Type - family,C1546847,T078,1,9336,9337
family,Entity Name Part Type - family,C1546847,T078,1,15192,15193
family,Entity Name Part Type - family,C1546847,T078,1,19175,19176
family,Entity Name Part Type - family,C1546847,T078,1,19771,19772
family,Entity Name Part Type - family,C1546847,T078,1,24128,24129
family,Entity Name Part Type - family,C1546847,T078,1,24342,24343
family,Entity Name Part Type - family,C1546847,T078,1,24483,24484
family,Entity Name Part Type - family,C1546847,T078,1,27628,27629
family,Entity Name Part Type - family,C1546847,T078,1,27939,27940
family,Entity Name Part Type - family,C1546847,T078,1,28580,28581
family,Entity Name Part Type - family,C1546847,T078,1,31375,31376
family,Entity Name Part Type - family,C1546847,T078,1,34387,34388
family,Entity Name Part Type - family,C1546847,T078,1,42252,42253
family,Entity Name Part Type - family,C1546847,T078,1,42495,42496
family,Entity Name Part Type - family,C1546847,T078,1,53303,53304
family,Entity Name Part Type - family,C1546847,T078,1,54404,54405
entry,Entry (data),C1705654,T170,1,15538,15539
entry,Entry (data),C1705654,T170,1,17456,17457
human immunodeficiency virus envelope protein,"env Gene Products, Human Immunodeficiency Virus",C1955877,"T116,T123",0.958677,13771,13776
environment,Environment,C0014406,T082,1,16585,16586
native environment,Environment,C0014406,T082,0.881274,27912,27914
environment,Environment,C0014406,T082,1,40415,40416
enzymatic activity,Enzymatic Activity [MoA],C2267219,T044,1,20141,20143
enzymatic activity,Enzymatic Activity [MoA],C2267219,T044,1,40245,40247
enzymatic activity,Enzymatic Activity [MoA],C2267219,T044,1,40270,40272
enzymatic activity,Enzymatic Activity [MoA],C2267219,T044,1,40315,40317
enzyme activity,enzyme activity,C0243102,T044,1,31018,31020
enzyme assays,Enzyme Assays,C2717977,T059,1,31011,31013
Enzyme-linked immunosorbent,Enzyme-Linked Immunosorbent Assay,C0014441,T059,0.922323,25236,25238
enzyme,Enzymes,C0014442,"T116,T126",1,12053,12054
enzyme,Enzymes,C0014442,"T116,T126",1,12201,12202
enzyme,Enzymes,C0014442,"T116,T126",1,18904,18905
enzyme,Enzymes,C0014442,"T116,T126",1,19325,19326
enzyme,Enzymes,C0014442,"T116,T126",1,27522,27523
enzyme,Enzymes,C0014442,"T116,T126",1,27548,27549
enzyme,Enzymes,C0014442,"T116,T126",1,28193,28194
enzyme,Enzymes,C0014442,"T116,T126",1,28747,28748
enzyme,Enzymes,C0014442,"T116,T126",1,31039,31040
enzyme,Enzymes,C0014442,"T116,T126",1,48092,48093
enzyme,Enzymes,C0014442,"T116,T126",1,50623,50624
enzyme heme,Enzymes,C0014442,"T116,T126",0.851315,52384,52386
enzyme,Enzymes,C0014442,"T116,T126",1,56499,56500
enzyme,Enzymes,C0014442,"T116,T126",1,64348,64349
enzymes,"Enzymes, hematological",C3540017,"T116,T121,T126",1,27352,27353
enzymes,"Enzymes, hematological",C3540017,"T116,T121,T126",1,30977,30978
enzymes,"Enzymes, hematological",C3540017,"T116,T121,T126",1,32766,32767
enzymes,"Enzymes, hematological",C3540017,"T116,T121,T126",1,37028,37029
enzymes,"Enzymes, hematological",C3540017,"T116,T121,T126",1,48501,48502
enzymes,"Enzymes, hematological",C3540017,"T116,T121,T126",1,60959,60960
enzymes,"Enzymes, hematological",C3540017,"T116,T121,T126",1,64315,64316
p300,EP300 gene,C1333336,T028,1,10610,10611
p300,EP300 gene,C1333336,T028,1,21319,21320
p300,EP300 gene,C1333336,T028,1,23932,23933
p300,EP300 gene,C1333336,T028,1,23978,23979
p300,EP300 gene,C1333336,T028,1,24006,24007
p300,EP300 gene,C1333336,T028,1,24019,24020
p300,EP300 gene,C1333336,T028,1,37433,37434
ERK,EPHB2 wt Allele,C1705767,T028,1,19468,19469
ERK,EPHB2 wt Allele,C1705767,T028,1,19502,19503
epiblast,Epiblast,C1516906,T018,1,46186,46187
epidermal growth factor receptor 4,Epidermal Growth Factor Receptor,C0034802,"T116,T126,T192",0.974817,10856,10861
Eps15,Epidermal Growth Factor Receptor Pathway Substrate 15,C0219233,"T116,T123",1,24563,24564
Eps15,Epidermal Growth Factor Receptor Pathway Substrate 15,C0219233,"T116,T123",1,24604,24605
EPS8,Epidermal Growth Factor Receptor Pathway Substrate 8,C1333332,"T116,T123",1,26462,26463
epidermis,Epidermis,C0014520,T024,1,40664,40665
epiphyseal growth plate,Epiphysial cartilage,C0018283,T029,1,64661,64664
epithelial,epithelial,C0221908,T080,1,16714,16715
epithelia,epithelial,C0221908,T080,0.915434,50766,50767
epithelial morphogenesis,epithelial cell morphogenesis,C2753778,T043,0.932171,50918,50920
renal cell line,Epithelial cell of renal tubule,C0553257,T025,0.858263,43132,43135
epithelial cells,Epithelial Cells,C0014597,T025,1,6257,6259
epithelial cells,Epithelial Cells,C0014597,T025,1,6317,6319
epithelial cells,Epithelial Cells,C0014597,T025,1,6359,6361
epithelial cells,Epithelial Cells,C0014597,T025,1,12021,12023
epithelial cells,Epithelial Cells,C0014597,T025,1,18147,18149
epithelial cells,Epithelial Cells,C0014597,T025,1,23017,23019
epithelial cells,Epithelial Cells,C0014597,T025,1,31153,31155
epithelial cells,Epithelial Cells,C0014597,T025,1,36295,36297
epithelial cells,Epithelial Cells,C0014597,T025,1,47282,47284
epithelial cells,Epithelial Cells,C0014597,T025,1,61088,61090
epithelial hyperplasia,Epithelial hyperplasia,C0014599,T047,1,51337,51339
epithelial proliferation,Epithelial proliferation,C0334097,T046,1,29276,29278
epithelial-mesenchymal,epithelial to mesenchymal transition,C1523298,T043,0.895539,23097,23098
epithelial tumors,Epithelioma,C1368683,T191,1,50901,50903
epithelium,Epithelium,C0014609,T024,1,11401,11402
epithelium,Epithelium,C0014609,T024,1,11950,11951
epithelium,Epithelium,C0014609,T024,1,11983,11984
epithelium,Epithelium,C0014609,T024,1,13377,13378
epithelium,Epithelium,C0014609,T024,1,13463,13464
epitope,Epitopes,C0003316,T129,1,1362,1363
equivalent,Equal,C0205163,T080,1,14608,14609
equivalent,Equal,C0205163,T080,1,62303,62304
balance,Equilibrium,C0014653,T040,1,50177,50178
balancing,Equilibrium,C0014653,T040,1,56525,56526
balance,Equilibrium,C0014653,T040,1,58171,58172
equilibrium,Equilibrium,C0014653,T040,1,67660,67661
equivalents,Equivalent Weight,C0439185,T081,1,25092,25093
erbB family,ErbB Receptors,C3812393,T192,1,3133,3135
epidermal growth factor receptor family,ErbB Receptors,C3812393,T192,1,15595,15600
epidermal growth factor receptor family member,ErbB Receptors,C3812393,T192,0.928967,27770,27776
ErbB family,ErbB Receptors,C3812393,T192,1,29401,29403
epidermal growth factor receptor family member,ErbB Receptors,C3812393,T192,0.928967,36730,36736
erbB2,erbB-2 Receptor,C0069515,"T116,T126,T192",1,3222,3223
erbB2,erbB-2 Receptor,C0069515,"T116,T126,T192",1,3235,3236
ErbB2,erbB-2 Receptor,C0069515,"T116,T126,T192",1,14407,14408
erbB3,ERBB3 gene,C0812265,T028,1,3224,3225
erbB3,ERBB3 gene,C0812265,T028,1,3237,3238
ErbB3,ERBB3 gene,C0812265,T028,1,3245,3246
erbB3,ERBB3 gene,C0812265,T028,1,3336,3337
ErbB3,ERBB3 gene,C0812265,T028,1,14409,14410
ErbB4 gene,ERBB4 gene,C0812267,T028,1,3041,3043
erbB4 gene,ERBB4 gene,C0812267,T028,1,29390,29392
erbB4 gene,ERBB4 gene,C0812267,T028,1,29470,29472
ErbB4 signaling,ERBB4 Signaling Pathway,C2984396,T044,0.87924,15636,15638
ErbB4 signaling,ERBB4 Signaling Pathway,C2984396,T044,0.87924,15647,15649
ErbB4 signaling,ERBB4 Signaling Pathway,C2984396,T044,0.87924,15797,15799
epiregulin,EREG gene,C1366644,T028,1,29445,29446
ERG,Erg - unit of measure,C1551083,T081,1,46551,46552
erythroid,Erythroid,C1516960,T080,1,48683,48684
erythroid cells,Erythroid Cells,C1257751,T025,1,48820,48822
erythrocyte differentiation,Erythropoiesis,C0014819,T042,1,41474,41476
Escherichia coli,Escherichia coli,C0014834,T007,1,2642,2644
Escherichia coli,Escherichia coli,C0014834,T007,1,12044,12046
E. coli,Escherichia coli,C0014834,T007,1,12191,12193
E. coli,Escherichia coli,C0014834,T007,1,14850,14852
